Text,Label
"Yachvili savours France comeback
 
 France scrum-half Dimitri Yachvili praised his team after they fought back to beat England 18-17 in the Six Nations clash at Twickenham.
 
 Yachvili kicked all of France's points as they staged a second-half revival. ""We didn't play last week against Scotland and we didn't play in the first half against England,"" he said. ""But we're very proud to beat England at Twickenham. We were just defending in the first half and we said we had to put them under pressure. We did well."" Yachvili admitted erratic kicking from England's Charlie Hodgson and Olly Barkley, who missed six penalties and a drop goal chance between them, had been decisive. ""I know what it's like with kicking. When you miss some it's very hard mentally, but it went well for us,"" he said. France captain Fabien Pelous insisted his side never doubted they could secure their first win against England at Twickenham since 1997. France were 17-6 down at half-time, but Pelous said: ""No-one was down at half-time, we were still confident. ""We said we only had 11 points against us, which was not much. ""The plan was to keep hold of possession and pressure England to losing their composure."" France coach Bernard Laporte accepted his side had not played well. ""We know we have to play better to defend the title,"" he said. ""I'm not happy we didn't score a try but we're happy because we won.""
",1
"Boogeyman takes box office lead
 
 The low-budget horror film Boogeyman has knocked Robert de Niro thriller Hide and Seek from the top spot at the UK box office.
 
 The film, in which a young man is forced to revisit a traumatic childhood experience, took Â£788,439 in its first three days on release. Hide And Seek, which was knocked off the top of the US box office by Boogeyman last month, fell one place. Oscar nominee Hotel Rwanda was also a new entry in the chart, at number five. The film, which scored Oscar nominations for Don Cheadle and British actress Sophie Okonedo, made Â£507, 596 in its first week of nationwide release.
 
 Comedy sequel Meet The Fockers and Shall We Dance?, starring Jennifer Lopez and Richard Gere, completed the top five. Clint Eastwood's Million Dollar Baby re-entered the charts at number eight, following its recent success at the Oscars. The boxing drama, which won four awards including best film and best director, has made Â£4.4m to date. Two other new entries, a remake of the 1965 film Flight of the Phoenix, and the teen comedy Harold and Kumar Get The Munchies, debuted outside the top 10.
",3
"Joy Division story to become film
 
 The life of late Joy Division singer Ian Curtis is to be made into a film, it has been announced.
 
 The Manchester-based production is called Touching From A Distance, after a book by Curtis's widow Deborah which forms the basis for the film. Music mogul Tony Wilson, who headed the record company Joy Division were signed to, will be co-executive producer. The musician committed suicide in 1980 aged 23, shortly before the band were due to go on tour in the US. Mr Wilson, who has remained friends with Curtis's widow and daughter Natalie, who he says asked for his involvement to make the film ""official"". ""People have different ideas as to why Ian committed suicide, so maybe the film will reflect those different views,"" he told the BBC News website.
 
 Plans for a separate Joy Division film had been announced at the Cannes Film Festival earlier this year, but the project did not get off the ground as it failed to get the backing of Curtis's family. Mr Wilson, who was also involved with Joy Division's sucessor band New Order, as well as the Happy Mondays, said he would ""rather not"" appear in the film. He made a cameo appearance in 24 Hour Party People, in which his leading role was played by Steve Coogan. ""I'm not an actor and I did a lousy job playing my part in 24 Hour Party People,"" said the Factory Records founder, who has been associated with the Manchester music scene since the 1970s. ""Film people have a tendency to mess up when they touch music, but I hope this one works.
 
 ""This is much more than the music - they want to do the real story of Ian,"" he said. The film is to be directed by Dutch-born Anton Corbijn, who has made music movies for Depeche Mode and U2. It will be produced by a US production company, while the widow of Ian Curtis will also be an executive producer.
",3
"Video phone help for deaf people
 
 Deaf people who prefer to communicate using British Sign Language (BSL) could soon be having their phone conversations relayed using webcams or videophones and an interpreter.
 
 The Video Relay Service is being piloted by the Royal National Institute for Deaf People (RNID), but the organisation says unless the service is provided at the same rate as voice calls it will be beyond most people's pockets. The RNID is urging telecoms regulator, Ofcom, to reduce the cost of the service from the current Â£7.00 per minute and make it the same as ordinary phone calls. The service works by putting a deaf person in visual contact with a BSL interpreter via a webcam or video phone, and the interpreter then relays the deaf person's conversation using a telephone and translates the other person's response into sign language.
 
 For many deaf people, especially those born deaf, BSL is a first and preferred means of communication.
 
 Until now, the only alternative has been to use textphones which means having to type a message and have it relayed via an operator. ""In the past, I've used textphones but they have problems,"" said Robert Currington who is taking part in the pilot. ""I communicate in BSL; my written English is not very good and it takes me longer to think in English and type my message."" ""I sometimes find it difficult to understand the reply."" The RNID says the UK is lagging behind other countries which are already making relay services available at the cost of an ordinary phone call. ""There are no technical or economic reasons for not providing equivalent access to services for deaf people,"" said RNID technology director, Guido Gybels. ""In the US and Australia, sign language relay services have already been made universally available at the same cost as a voice call. ""By failing to provide and fund the video relay service for sign language users, the telecommunications sector is effectively discriminating against an already disenfranchised group.""
 
 Ofcom says it has plans to review the services that telecoms companies are obliged to provide early next year. And new technology, including the Video Relay Service, will be discussed with interested parties in the near future. But a spokesman said its powers were limited by legislation. ""Any proposals to extend existing arrangements to cover new services would be for government to consider,"" he said. Mr Currington, like many of the UK's 70,000 BSL users, will be hoping that a way can be found to make a cost-effective service available. ""The relay service makes phone conversations a pleasure,"" he said. ""I can show my emotions more easily in BSL in the same way hearing people express emotions through voice calls.""
",2
"Takeover offer for Sunderland FC
 
 Bob Murray, chairman of Sunderland FC, has launched a Â£1.5m ($2.8m) bid for the club after buying broadcaster BSkyB's stake in the business.
 
 Mr Murray is already Sunderland's leading shareholder, holding a 37.6% stake, and now hopes to take full control of the Championship side. Mr Murray said the club would find it easier to attract more investment by having a single majority owner. Sunderland delisted its shares from the stock market in August.
 
 A lifetime Sunderland supporter and board director since 1984, Mr Murray agreed to buy BSkyB's 4.76% holding in the Wearside club on Tuesday - taking his stake to 42.3%. Under stock market rules, Mr Murray is required to make an offer for the remaining shares that he does not already own at the same price paid for the BSkyB holding of 31p a share.
 
 Should the offer be fully accepted, Mr Murray said he expected to pay a maximum of Â£1.53m for the remaining shares. He also stressed that fans who wanted to keep in touch with the club's financial affairs could retain a small number of shares, enabling them to attend annual meetings. ""The football sector is experiencing significant changes and uncertainty,"" Mr Murray said in a statement. ""The recent speculation surrounding Malcolm Glazer and Manchester United has shown the unsettling effect possible where there are a number of disparate interests,"" he added. ""I believe that this offer will strengthen the company and remove the potential for that type of uncertainty.""
 
 Sunderland were relegated from the Premiership in 2003 but are currently pushing for promotion. The club managed to reduce its losses last year from Â£20.6m to Â£1.2m after selling a host of leading players. However, the club's turnover dropped sharply from Â£42.5m to Â£28.5m over the same period, because of a fall in broadcast revenues. BSkyB bought its stake in Sunderland in 1999 as part of a five year media partnership deal. The deal expired last month.
",4
"Koubek suspended after drugs test
 
 Stefan Koubek says he has been banned for three months by the International Tennis Federation (ITF) after testing positive for a banned substance.
 
 The world number 60 failed a routine drugs test at this year's French Open but now plans to lodge an appeal. Koubek believes an injection given to him by an Austrian doctor to treat a wrist injury is to blame for producing traces of the substance in his system. ""I have acted correctly,"" the 27-year-old Austrian said in a statement. Koubek, who defeated Britain's Greg Rusedski in the decisive rubber of the Davis Cup in September, is now set to miss the start of the season. He said, ""A three-month ban would mean that I not only will miss the Australian Open, but also the Davis Cup in Australia.""
",1
"Labour's election love-in
 
 Peace and love have been in short supply in the Labour party in recent days.
 
 If press reports are to be believed, Alan Milburn and Gordon Brown have been at each other's throats over the contents of Labour's next election manifesto. But the pair were all smiles on Tuesday morning, as they joined John Prescott to unveil Labour's latest poster campaign. The event - at Old Billingsgate Fish Market on the banks of the Thames - was a carefully choreographed show of unity. And the surest sign yet that we are heading for a general election in the next few months. It was also one of the most bizarre photo opportunities of recent years.
 
 The first inkling something slightly odd was afoot was when - in place of the soft rock music normally chosen for such occasions - Labour's speakers crackled to life with the sound of Booker T and the MGs. Then a VW camper van trundled into view, decked out in that most mind-bending of psychedelic messages - ""lowest mortgage rate for 40 years"". As the side-door slid open, it looked for one glorious moment as if the Cabinet had decided to bury their differences and go on the road together, Scooby Doo-style. But, sadly, it wasn't the Cabinet who had raided the dressing-up box - just six rather ill-at-ease looking Labour students. Two were dressed as Regency dandies - to unveil a poster trumpeting ""the longest period of economic growth for 200 years"". Another pair of students were in a Beatle wig and Sgt Pepper jacket to highlight the ""lowest interest rates since the 1960s"".
 
 The remaining two were dressed in a vague approximation of disco chic to demonstrate the ""lowest unemployment since the seventies"".
 
 The politicians - led out by John Prescott - were soberly-suited as always. The event may have been designed to highlight Labour's economic success under Mr Brown, but there was little doubt who was in charge. The chancellor walked side-by-side with Mr Milburn, pointedly exchanging chit chat, as they approached the microphone. But it was Mr Milburn who took centre stage, speaking of the ""positive campaign"" the party hoped to stage in the ""coming weeks and months"".
 
 The mobile poster vans would ""let people know Britain is working again"". Mr Brown repeated the familiar mantras displayed on the posters and spoke of Labour's ""shared purpose"" and ""united dedication"". It was left to Mr Prescott to pay glowing tribute to the chancellor's record and, in a final flourish, to produce his famous pledge card, from 1997, claiming Labour has met all of its promises. The event was carefully stage-managed to underline Cabinet unity. And, more specifically, to demonstrate the ""central role"" Mr Brown will play in the election campaign, despite being sidelined as campaign chief in favour of Mr Milburn.
 
 But keen students of body language will have had a field day. There was much forced smiling for the cameras, but only Mr Prescott, who revels in such occasions, seemed to be truly enjoying himself. Mr Milburn made a point of turning to face the chancellor, as he spoke, nodding thoughtfully. But it was the former health secretary's final gesture, placing an arm on Mr Brown's back as they walked away from the microphones, which was perhaps the most telling. Thanks for dropping by Gordon, he might have been saying.
",0
"Parker misses England clash
 
 Tom Shanklin will start in the centre for Wales against England in Cardiff on Saturday after Sonny Parker failed to recover from a trapped neck nerve.
 
 Shanklin was first-choice wing in the autumn Tests, but prefers centre and will face England debutant Mathew Tait. Dragons three-quarter Hal Luscombe takes Shanklin's wing berth. Up front, Mefin Davies plays at hooker, open-side Martyn Williams is fit to start and lock Rob Sidoli replaces veteran Gareth Llewellyn. Davies wins the vote ahead of Robin McBryde, who sits on the bench having recently returned to action for the Scarlets following a neck injury.
 
 Sidoli is back for the first time since last season's Six Nations, the Blues second row back to form after a niggling groin problem. Williams, Sidoli's team-mate at Cardiff, is set to win his 50th cap, replacing the injured Colin Charvis after making a quicker-than-expected recovery from a neck disc problem. ""Initially when I had the diagnosis it was a case of trying to get fit for the Italy game next week, but fortunately my recovery has been a lot quicker than we all hoped,"" Williams told BBC Sport Wales. ""I haven't started a game since 1 January and would have preferred to have a couple of games in the lead-up to this, but the good thing with the injury is that I have kept up my fitness levels. ""I feel quite fresh and I just can't wait to play again."" Williams says he expects a torrid time from an England loose-forward trio of Lewis Moody, Joe Worsley and Andy Hazell. ""They are three top-class players, especially Worsley and Moody. They have been there and done it,"" Williams added. ""They were back-ups behind Richard Hill, Neil Back and Lawrence Dallaglio, but now they have come forward and proved what good players they are - there are no weaknesses there."" Luscombe gets the nod on the wing ahead of Dragons team-mate Kevin Morgan, who wins a place on the bench alongside uncapped Blues prop John Yapp.
 
 G Thomas (Toulouse (capt); H Luscombe (Dragons), T Shanklin (Blues), G Henson (Ospreys), S Williams (Ospreys); S Jones (Clermont Auvergne), D Peel (Scarlets); G Jenkins (Blues), M Davies (Gloucester), A Jones (Ospreys), B Cockbain (Ospreys), R Sidoli (Blues), D Jones (Scarlets), M Williams (Blues), M Owen (Dragons).
 
 R McBryde (Scarlets), J Yapp (Blues), J Thomas (Ospreys), R Jones (Ospreys), G Cooper (Dragons), C Sweeney (Dragons), K Morgan (Dragons).
",1
"Gurkhas to help tsunami victims
 
 Britain has offered to send a company of 120 Gurkhas to assist with the tsunami relief effort in Indonesia, Downing Street said.
 
 The deployment would involve troops from the 2nd Battalion Royal Gurkha Rifles, based in Brunei. Discussions have begun with Indonesia on the exact timing and location of the deployment, but the government said the offer was aimed at the Aceh province. Downing St said a similar offer might be made to the Sri Lankan government.
 
 However a spokesman pointed out that there were particular logistical difficulties in Indonesia which the Gurkhas might be able to help with. The spokesman said: ""Following this morning's daily coordination meeting on the post-tsunami relief effort, the government has formally offered the Indonesian government the assistance of a company of British Army Gurkhas from 2nd Battalion Royal Gurkha Rifles around 120 personnel and two helicopters. ""This is in addition to the ships and aircraft we have already committed to the relief operation in the Indian Ocean.""
 
 Indonesia was by far the country worst affected by the tsunami, with 94,000 of the 140,000 confirmed deaths so far. International Development Minister Gareth Thomas said the assistance offer would most likely focus on the northern province of Aceh. ""We have offered the Gurkhas to help in the process of scaling up the relief effort, particularly in Aceh which is undoubtedly the hardest hit area in the Indian Ocean at the moment,"" he said. ""We've also had RAF aircraft flying in equipment which the UN desperately need in order to set up a truly effective relief operation on the ground in Aceh province as well."" The offer comes as the Foreign Secretary Jack Straw arrives in Indonesia for a special summit meeting on the disaster.
",0
"EU to probe Alitalia 'state aid'
 
 The European Commission has officially launched an in-depth investigation into whether Italian airline Alitalia is receiving illegal state aid.
 
 Commission officials are to look at Rome's provision of a 400m euro ($495m; Â£275m) loan to the carrier. Both the Italian government and Alitalia have repeatedly denied that the money - part of a vital restructuring plan - is state aid. The investigation could take up to 18 months. However, Transport Commissioner Jacques Barrot said he wanted it to be carried out as swiftly as possible. ""The Italian authorities have presented a serious industrial plan,"" said Mr Barot. ""We now have to verify certain aspects to confirm that this plan contains no state aid. I would like our analysis to be completed swiftly.""
 
 The matter of possible state aid was brought to the Commission's attention by eight of Alitalia's rivals, including Germany's Lufthansa, British Airways and Spain's Iberia. While Alitalia needs to restructure to bring itself back to profitability, the rival carriers say it has both violated state aid rules and threatened competition. Alitalia lost 330m euros in 2003 as it struggled to get to grips with high costs, spiralling oil prices, competition from budget carriers and reduced demand. It plans to split into AZ Fly and AZ Services, which will handle air and ground services respectively. Alitalia already enjoyed state aid in 1997. EU rules prevent that from happening again in what is known as the ""one time, last time"" rule for airlines. Otherwise, EU regulations on state aid stipulate that governments may help companies financially, but only on the same terms as a commercial investor. The airline declined to comment on the Commission decision.
",4
"China continues breakneck growth
 
 China's economy has expanded by a breakneck 9.5% during 2004, faster than predicted and well above 2003's 9.1%.
 
 The news may mean more limits on investment and lending as Beijing tries to take the economy off the boil. China has sucked in raw materials and energy to feed its expansion, which could have knock-on effects on the rest of the world if it overheats. But officials pointed out that industrial growth had slowed, with services providing much of the impetus. Growth in industrial output - the main target of government efforts to impose curbs on credit and investments - was 11.5% in 2004, down from 17% the previous year.
 
 Still, consumer prices - at 2.4% - rose faster than in 2004, adding to concern that a sharp rise in producer prices of 7.1% could stoke inflation. And overall investment in fixed assets was still high, up 21.3% from the previous year - although some way off the peak of 43% seen in the first quarter of 2004. The result could be higher interest rates. China raised rates by 0.27 percentage points to 5.8% - its first hike in nine years - in October 2004.
 
 Despite the apparent rebalancing of the economy the overall growth picture remains strong, economists said. ""There is no sign of a slowdown in 2005,"" said Tim Congdon, economist at ING Barings.
 
 China's economy is not only gathering speed thanks to domestic demand, but also from soaring sales overseas. Figures released earlier this year showed exports at a six-year high in 2004, up 35%. Part of the impetus comes from the relative cheapness of the yuan, China's currency. The government keeps it pegged close to a rate of 8.28 to the US dollar, - much to the chagrin of many US lawmakers who blame China for lost jobs and competitiveness. Despite urging to ease the peg, officials insist they are a long way from ready to make a shift to a more market-set rate. ""We need a good and feasible plan and formulating such a plan also needs time,"" National Bureau of Statistics chief Li Deshui told Reuters. ""Those who hope to make a fortune by speculating on a renminbi revaluation will not succeed in making a profit.""
",4
"iTunes now selling Band Aid song
 
 Ipod owners can now download the Band Aid single from iTunes after Apple reached agreement with the charity.
 
 Apple had been unwilling to raise the cost of the single in line with other download services, said Band Aid. But the single is now on sale for 79p - the usual cost of a song from iTunes - with Apple donating a further 70p to the charity for each song downloaded. A copy of the original 1984 song is also available for download at 79p - with all proceeds going to the charity.
 
 More than 72,000 copies of the new Band Aid single were sold on its first day of release on Monday, according to sales figures. The track has become the fastest-selling single of the year so far, shifting more copies than the rest of the top 30 combined, HMV claimed. Dido, Robbie Williams and Chris Martin are among those featured on the new version of Do They Know It's Christmas?, which is raising money to fight hunger in Africa. If the track sold 500,000 copies, more than Â£1m would be raised for charity. The CD is being sold for Â£3.99, with HMV, Virgin and Woolworths all donating their profits.
",3
"Germany nears 1990 jobless level
 
 German unemployment rose for the 11th consecutive month in December - making the year's average jobless total the highest since reunification.
 
 The seasonally adjusted jobless total rose a higher than expected 17,000 to 4.483 million, the Bundesbank said. Allowing for changes in calculating statistics, the average number of people out of work was the highest since 1990 - or a rate of 10.8%. Bad weather and a sluggish economy were blamed for the rise. The increase ""was due primarily to the onstart of winter"", labour office chief Frank-Juergen Weise said.
 
 Unadjusted, the figures showed unemployment rose 206,900 to 4.64 million - with many sectors such as construction laying off workers amid bad weather. ""The three years of stagnation in the German economy came to an end in 2004. But the upturn is still not strong enough"" to boost the labour market, Mr Weise added. News of the rise came as government welfare reforms came into force, a move that is expected to see unemployment swell still further in coming months. Under the Hartz IV changes, the previous two tier system of benefits and support for the long term unemployed has been replaced with one flat-rate payout. In turn, that means more people will be classified as looking for work, driving official figures higher.
 
 ""Be prepared for a nasty figure for January 2005, about five million unemployed on a non-seasonally adjusted basis,"" warned HVB Group economist Andreas Rees. But he did add that the numbers should ""subside"" throughout the year, to remain near 2004's level of 4.4 million jobless. ""I don't expect a strong and lasting turnaround until 2006,"" German Economy minister Wolfgang Clement said. By 2010, however, the Hartz IV reforms should help cut the average jobless rate to between 3% and 5%, he added. Europe's biggest economy has been too weak to create work as it struggles to shake off three years of economic stagnation. In recent months companies such as Adam Opel - the German arm of US carmaker General Motors - and retailer KarstadtQuelle have slashed jobs.
",4
"Virus poses as Christmas e-mail
 
 Security firms are warning about a Windows virus disguising itself as an electronic Christmas card.
 
 The Zafi.D virus translates the Christmas greeting on its subject line into the language of the person receiving infected e-mail. Anti-virus firms speculate that this multilingual ability is helping the malicious program spread widely online. Anti-virus firm Sophos said that 10% of the e-mail currently on the net was infected with the Zafi virus.
 
 Like many other Windows viruses, Zafi-D plunders Microsoft Outlook for e-mail addresses and then uses mail-sending software to despatch itself across the web to new victims. To be infected users must open up the attachment travelling with the message which bears the code for the malicious bug. The attachment on the e-mail poses as an electronic Christmas card but anyone opening it will simply get a crude image of two smiley faces.
 
 The virus' subject line says ""Merry Christmas"" and translates this into one of 15 languages depending of the final suffix of the e-mail address the infected message has been sent to. The message in the body of the e-mail reads: ""Happy Holidays"" and this too is translated. On infected machines the virus tries to disable anti-virus and firewall software and opens up a backdoor on the PC to hand over control to the writer of the virus. The virus is thought to have spread most widely in South America, Italy, Spain, Bulgaria and Hungary. The original Zafi virus appeared in April this year. ""We have seen these hoaxes for several Christmases already, and personally I prefer traditional pen and paper cards, and we recommend this to all our clients too,"" said Mikko Hypponen, who heads F-Secure's anti-virus team.
",2
"Kinnock to urge reform in Lords
 
 Neil Kinnock has said his acceptance of a seat in the House of Lords will allow him to help ""achieve further progress with substantial democratic reform.""
 
 On the BBC's Breakfast with Frost it was put to Mr Kinnock that he had once referred to Lords members as ""brigands, muggers, bribers and gangsters"". But the outgoing European Commissioner said his comments - made some 26 years ago - needed to be put in context. He said advocates for reform needed to be inside the Lords to vote for it. ""It was pointed out to me that if the additional democratic reform is going to take place it is going to require advocates in the Lords and people there willing to vote for it.""
 
 Mr Kinnock added that the second factor behind his acceptance of the peerage was his appointment as chairman of the British Council. ""History demonstrates that it's immensely useful for the British Council to have its chairman in the House of Lords and that was a conclusive factor."" Mr Kinnock said he thought about the decision for ""quite a long time"" because he had long had reservations about the Lords. But he added: ""The process of reform has developed substantially but not sufficiently, and consequently I did take all these factors into consideration because it's not a decision to be made glibly."" The former Labour leader said he would probably take the title of Lord Kinnock of Bedwellty - his first constituency for which he was selected in 1969.
",0
"Sir Paul rocks Super Bowl crowds
 
 Sir Paul McCartney wowed fans with a live mini-concert at American football's Super Bowl - and avoided any Janet Jackson-style controversies.
 
 The 62-year-old sang Hey Jude and other Beatles songs in a 12-minute set at half-time during the game in Florida. Last year, Jackson exposed a breast during a dance routine, causing outrage among millions of TV viewers and landing the CBS TV network a fine. Sir Paul, however, did nothing more racy than remove his jacket as he sang. Organisers were widely considered to be playing it safe this year by booking 62-year-old Sir Paul for his second Super Bowl show.
 
 Three years ago, he was invited to perform at the first Super Bowl after the September 11 attacks and performed his specially-written song Freedom. This time, he started off the show, at the Alltel Stadium in Jacksonville, Florida, with the Beatles numbers Drive My Car and Get Back. He then performed a mellow version of Live And Let Die, the James Bond theme he recorded with the band Wings. Finally, he closed the show with a rousing version of Hey Jude. The former Beatle resisted any temptation to refer to Janet Jackson's headline-grabbing performance last year, instead keeping banter between songs to a minimum in order to squeeze as much music as he could into his slot. The singer removed his black jacket halfway through the show - but any fans hoping for a second ""Nipple-gate"" were to be disappointed as he kept his red sweatshirt on underneath.
 
 Earlier, the Black Eyed Peas and Alicia Keys had provided the night's other high-profile entertainment by performing in a pre-game show. Black Eyed Peas singer Fergie was dressed in a tight orange top and purple hotpants, but nothing in her performance was likely to upset TV watchdogs. After the controversy last year - which saw CBS fined a record $550,000 (Â£292,000) by federal regulators - Super Bowl organisers had turned to producer Don Mischer to oversee this year's half-time show. His previous production credits included Olympic opening and closing ceremonies. The Super Bowl is watched by an audience of 144.4 million in the US, with many of the people watching are said to tune in specifically to see the entertainment put on around the event. Michael Jackson, Aerosmith, Diana Ross, Gloria Estefan and Phil Collins are among the stars who have previously graced the Super Bowl stage.
",3
"Karachi stocks hit historic high
 
 The Karachi Stock Exchange (KSE) has recorded its largest single day gain, surging 3.5% to a new high.
 
 The index rose 225.79 points in four hours of furious trading, with many investors optimistic that political stability could bring an economic boom. The KSE index closed at 6709.93 - an overall gain of nearly 400 points in the first two trading days of the week. Energy and telecommunication stocks performed particularly well, recording an 8%-10% rise since Monday morning.
 
 In 2002, the KSE was the world's best performing stock market, with the index rising 112%.
 
 Pakistani investors are expecting the KSE to repeat, if not improve on, its 2002 performance. Jubilant investors danced on the streets as the market closed for the day on Tuesday, confident that the boom will continue at least until the public holiday on 22 January. Others, however, who had stayed out fearing an imminent collapse because of prices overheating, continued to warn that the ""bubble may burst any time"". ""That's rubbish,"" KSE chairman Yaseen Lakhani told the BBC News website. ""Whenever the market reflects Pakistan's true economic reality, it is described as a bubble."" Mr Lakhani feels that the market has risen on the basis of solid economic growth and its current level rests on sound foundations.
 
 Market analysts are inclined to agree with Mr Lakhani, arguing that there are a number of major factors behind the KSE's performance. Analysts argue that a steady improvement in Pakistan's credit ratings by international credit rating agencies has finally begun to register in the market. Standard & Poor's upgraded Pakistan a few weeks ago. There are indications of yet another upgrade by the end of February.
 
 Then, say analysts, there is corporate profitability in the current fiscal year, which has gone up by 27% from last year. ""Coupled with the 7% GDP growth expected by June this year, I am least surprised at the market's performance,"" says Mr Lakhani. One leading Karachi broker said the real reasons may be political. ""If you file a $1.3 trillion case against Saudi money after 9/11, Arab money will not go to the US any more."" A lot of Arab money, he says, has already gone to Malaysia and Indonesia. Pakistanis are now hoping that energy and telecoms, two of the strongest sectors in Pakistan, draw some of the Arab money to the KSE.
 
 Locally, too, say analysts, recent political developments have worked to the market's advantage.
 
 An anti-Musharraf campaign threatened by the MMA, a countrywide alliance of religious parties, has fizzled out. The release of Asif Zardari, former Prime Minister Benazir Bhutto's husband, has eased political tensions between the military-backed government and the opposition Pakistan People's Party. Most importantly, say analysts, the failure of talks between India and Pakistan on the Baglihar dam in Indian-administered Kashmir has not automatically led to heightened tensions. This, they say, indicates that neither country is interested in raising the temperature at this stage, irrespective of the state of their disagreements. The market is abuzz with speculation that substantial investment may now start to flow in from the US, a country seen locally as deeply interested in defusing tensions between the South Asian neighbours. ""You can call it a peace dividend,"" smiles one broker. ""Let us see how long one can reap its benefits.""
",4
"Disney settles disclosure charges
 
 Walt Disney has settled charges from US federal regulators that it failed to disclose how family members of directors were employed by the company.
 
 The media giant was not fined by the Securities and Exchange Commission, but has agreed to refrain from any future violations of securities law. Disney failed to tell investors that between 1999 and 2001 it employed three adult children of three then directors. The firm has neither admitted nor denied wrongdoing in the settlement.
 
 The three Disney directors in question in the central matter of the SEC's investigation - Reveta Bowers, Stanley Gold and Raymond Watson - have all since left the company, with Ms Bowers and Mr Watson both retiring, and Mr Gold quitting in 2003. Their children were paid between $60,000 (Â£30,800) and $150,000 a year, with shareholders not being informed. The SEC also found that Disney did not disclose that a 50% Disney-owned subsidiary company - Lifetime - employed the wife of current Disney director John Bryson, and that she earned more than $1m a year. Louise Bryson remains with Lifetime.
 
 Disney also failed to disclose payments to Air Shamrock, an airline owned by Mr Gold and fellow former Disney directors Roy Disney. Finally, Disney also did not reveal that it provided more than $200,000 annually for office space, secretarial services, and a leased car and driver to former director Thomas Murphy. ""Shareholders have a significant interest in information regarding relationships between the company and its directors,"" said SEC deputy enforcement director Linda Thomsen. ""Failure to comply with the SEC's disclosure rules in this area impedes shareholders' ability to evaluate the objectivity and independence of directors.""
",4
"S Korean consumers spending again
 
 South Korea looks set to sustain its revival thanks to renewed private consumption, its central bank says.
 
 The country's economy has suffered from an overhang of personal debt after its consumers' credit card spending spree. Card use fell sharply last year, but is now picking up again with a rise in spending of 14.8% year-on-year. ""The economy is now heading upward rather than downward,"" said central bank governor Park Seung. ""The worst seems to have passed."" Mr Park's statement came as the bank decided to keep interest rates at an all-time low of 3.25%. It had cut rates in November to help revive the economy, but rising inflation - reaching 0.7% month-on-month in January - has stopped it from cutting further. Economic growth in 2004 was about 4.7%, with the central bank predicting 4% growth this year. Other indicators are also suggesting that the country is inching back towards economic health. Exports - traditionally the driver for expansion in Asian economies - grew slower in January than at any time in 17 months. But domestic demand seems to be taking up the slack. Consumer confidence has bounced back from a four-year low in January, and retail sales were up 2.1% in December. Credit card debt is falling, with only one in 13 of the 48 million cards now in default - down from one in eight at the end of 2003. One of its biggest card issuers, LG Card, was rescued from collapse in December, having almost imploded under the weight of its customers' bad debts. The government last year tightened the rules for card lending to keep the card glut under control.
",4
"Beattie return calms attack fears
 
 Everton striker James Beattie has been declared fit for training on Tuesday, despite suffering an alleged assault last Saturday.
 
 Beattie, 27, is not believed to be as seriously hurt as some reports have suggested after being ""the victim of an unprovoked assault"" in Birmingham. He was on a night out with his girlfriend and two friends following Everton's 3-1 win over Aston Villa. ""He was shaken but not badly injured,"" said Everton spokesman Ian Ross. He added: ""He did speak to the police but will not be pressing charges. ""He has spoken to manager David Moyes about what happened."" Beattie was suspended for the win at Aston Villa after his red card against Chelsea and he will be available again for the Merseyside derby at Liverpool on 20 March.
",1
"Student 'fee factor' played down
 
 A rise has been recorded in the number of students from south of the border applying to universities in Scotland.
 
 However, Lifelong Learning Minister Jim Wallace said that this would not result in Scottish students missing out. Applications from England and Wales rose by 17% between January 2005 and the previous year, up 23,600 to 27,700. Fears had been expressed that a flood of ""fee refugees"" would try to avoid top-up fees of up to Â£3,000 a year being introduced in England. In June last year, Mr Wallace announced proposals to increase tuition fees for English students studying in Scotland by Â£2,000 in an attempt to prevent a cross-border flood, although no figure has yet been agreed. Legislation to introduce the top-up fees in England is not due to take effect until autumn 2006 and students who start before then will not have to pay additional fees at all.
 
 The figures were made public on Thursday by admissions service Ucas. Universities Scotland, which represents university principals, claimed that an increase in applications did not amount to Scottish students being squeezed out. Director, David Caldwell, said some students could be applying in an attempt to avoid the possible increase in annual fees at English universities, but this was not a major factor. He told BBC Radio Scotland's Good Morning Scotland programme: ""The reason people are opting for Scottish universities is that they are perceived as being of very high quality, they offer very attractive courses and Scotland is seen as a very attractive place to study.
 
 ""They know that when they take up their studies in 2006 they will be hit by top-up fees if they are going to a university in England and that may be part of the reason why the numbers coming to Scotland are so inflated. ""However, it does not mean that we will see thousands of additional students from England studying here."" Mr Wallace agreed and said the figures had to be looked at in context. He explained that when applications were translated into acceptances, the number was not huge - an additional figure of about 200.
 
 Also, the picture was further blurred by the fact that applications from Wales, where there are no plans for top-up fees, have also risen, by 19%. Mr Wallace said: ""Accepting students from all parts of the world does show the high regard in which Scottish higher education is held, not just in Britain. ""We want to make sure that when students are making their choice, they do so on the nature of the course and not because they are under some sort of financial pressure to go to Scotland. ""We do not want to have a situation where it becomes impossible for Scottish students to get places at Scottish universities because we are seen as the cheap option. ""Very often the quality of the university experience is enhanced by the fact there are students coming from a wide range of backgrounds so it would be wrong to go the other way and start excluding students.""
",0
